instance	true	probability
43461389256	0	-1.82
43455351905	0	-1.46
43469615343	0	-1.02
43467993980	0	-1.14
43457490647	0	-1.4
43447164210	0	-1.6
43471931099	0	-1.52
43461162950	0	-1.64
43467602059	0	-2.86
43440078813	0	-1.58
43472988048	0	-2.0
43467502862	0	-1.42
43465561962	0	-1.68
43463713555	0	-1.26
43441724098	0	-1.34
43464610293	0	-1.6
43448948173	0	-1.94
43466865754	0	-1.3
43456290554	0	-1.34
43446289892	0	-1.12
43476221933	0	-1.06
43455158752	0	-1.74
43464007585	1	-1.36
43457222982	0	-1.18
43462183952	0	-1.06
43452370154	0	-1.38
43461085578	0	-1.44
43481926909	0	-1.62
43458539183	0	-1.46
43442746112	0	-1.34
43462721470	0	-1.44
43480948097	0	-2.94
43460962898	0	-1.72
43481296353	0	-1.52
43452551369	0	-1.36
43465267124	0	-1.76
43478035711	0	-1.64
43450007267	0	-1.36
43453767476	0	-1.62
43449106031	0	-1.18
43450710133	1	-1.1
43452206774	0	-1.14
43452482440	0	-0.74
43440973154	0	-1.84
43442978194	0	-1.66
43480690614	0	-1.58
43450532034	0	-2.22
43447045958	0	-1.44
43442540473	0	-1.08
43469992814	0	-1.1
43441590382	0	-0.8
43451034027	0	-0.64
43473578993	0	-1.24
43477605392	0	-1.0
43473287854	0	-1.94
43442784310	0	-1.22
43481488373	0	-1.34
43464496236	0	-1.0
43472395201	0	-1.54
43442515787	0	-1.2
43481165640	0	-1.42
43455273290	0	-1.26
43464181948	0	-1.14
43479142258	0	-2.34
43444551596	0	-1.8
43455199115	0	-1.2
43445355822	0	-2.08
43471685213	0	-1.46
43459760236	0	-2.02
43470162276	0	-1.98
43447443368	0	-1.62
43446372951	0	-1.36
43441088437	0	-1.16
43455863351	0	-1.22
43455727144	0	-0.84
43470896987	0	-1.48
43455041541	0	-1.3
43461494138	0	-1.52
43473710092	0	-1.5
43464334744	0	-1.84
43452903133	0	-1.34
43465358576	0	-1.58
43469202320	0	-1.52
43458472320	0	-1.52
43464486122	0	-1.86
43480631362	0	-1.22
43479303340	0	-1.62
43474515931	0	-1.18
43447435068	0	-1.26
43463496825	0	-1.66
43460317278	0	-1.56
43460644385	1	-1.52
43472928053	0	-1.44
43447095546	1	-0.06
43459116981	0	-1.82
43447890566	0	-1.64
43478892633	0	-1.56
43454632028	0	-1.62
43476280268	0	-1.42
43471613975	0	-1.2
43468415810	0	-1.2
43471719639	0	-1.48
43444372964	0	-1.68
43446554882	0	-1.98
43471159423	0	-1.14
43469009726	0	-1.3
43475557815	0	-1.26
43467311353	0	-1.36
43470558450	0	-1.48
43459105847	0	-1.58
43451713972	0	-1.58
43447474132	0	-1.7
43481420923	0	-1.28
43482161298	0	-1.36
43467768347	0	-1.48
43451192705	0	-1.42
43479374901	0	-1.4
43443479406	0	-1.1
43468576936	0	-1.2
43482383605	0	-1.42
43482148843	0	-1.5
43472303191	0	-1.36
43471294945	0	-2.04
43451438203	0	-1.42
43469930393	0	-1.38
43475231279	0	-1.78
43472834748	0	-2.04
43464400497	0	-1.3
43457942423	1	-1.14
43441696456	0	-1.84
43456417039	0	-1.36
43474604208	0	-1.24
43452193368	1	-1.28
43444986212	0	-1.54
43475969863	0	-1.6
43474134133	0	-1.7
43477882207	0	-1.62
43481272312	0	-1.32
43479257555	0	-1.48
43440449023	0	-1.5
43455065627	0	-1.36
43481527566	0	-1.3
43454078019	0	-1.46
43470381973	0	-0.86
43452171676	0	-1.08
43452328340	0	-1.02
43474360247	0	-1.2
43472593618	0	-1.7
43454636743	0	-1.3
43455757556	0	-1.16
43480193318	0	-1.06
43474879046	0	-1.08
43445832048	0	-1.6
43441619910	0	-1.02
43473207535	0	-1.48
43454911539	0	-1.72
43469067857	0	-1.72
43470151054	0	-1.42
43461495781	0	-1.4
43468149178	0	-1.28
43468887858	0	-1.44
43440509368	0	-1.66
43440973237	0	-2.0
43446619553	0	-1.66
43454320642	0	-1.64
43472340074	0	-1.2
43477418397	0	-1.08
43442979503	0	-1.38
43440911323	0	-1.54
43456351074	0	-1.52
43466141558	0	-1.28
43445725476	0	-1.22
43478193228	0	-1.14
43456253501	0	-1.32
43449115971	0	-1.42
43475264258	0	-1.34
43465885802	0	-1.64
43478603300	0	-0.98
43441433857	0	-1.4
43468247010	0	-1.26
43456601244	1	-1.14
43452363999	1	-0.92
43444156303	1	-0.96
43458715225	0	-1.4
43453801377	0	-2.54
43477560716	0	-1.1
43474206115	0	-1.52
43468749501	0	-1.0
43451410647	0	-1.64
43466610681	0	-1.44
43480669179	0	-1.44
43468627585	0	-1.44
43440644127	0	-1.54
43481391990	0	-1.82
43472408562	0	-1.58
43449523195	0	-1.44
43457289142	0	-1.64
43460869062	0	-1.58
43478943059	0	-1.42
43468151354	0	-1.48
43440805511	0	-1.66
43461388233	0	-1.26
43443601509	0	-1.46
43453240096	0	-1.2
43474010747	0	-1.5
43455002754	0	-1.26
43477440932	0	-1.2
43447189757	0	-1.46
43473346893	0	-1.6
43481188934	0	-1.76
43441485663	0	-1.3
43444122981	0	-1.58
43456543064	0	-1.4
43458074699	0	-1.74
43466801251	0	-2.26
43451644594	0	-1.92
43479777492	0	-1.48
43449637208	0	-0.46
43454974406	0	-1.4
43447865410	0	-1.34
43467668086	0	-1.64
43470199576	0	-1.94
43475305288	0	-1.88
43465439145	0	-1.46
43467655307	0	-1.52
43475546306	0	-1.78
43450358334	0	-1.48
43455325278	0	-1.32
43463728359	0	-1.24
43454498136	0	-1.26
43446752532	0	-1.5
43466184029	0	-1.0
43461032274	0	-1.42
43447829923	0	-1.76
43458536457	0	-0.94
43445051782	0	-1.36
43467509901	0	-1.14
43476252047	0	-1.58
43473447493	0	-1.54
43478098042	0	-1.2
43452336798	0	-1.6
43461992151	0	-0.78
43455430016	0	-1.12
43459357421	0	-1.34
43467577860	0	-1.1
43464057321	0	-1.02
43445520664	0	-1.54
43446023895	1	-1.48
43442275783	0	-1.4
43478359971	0	-1.68
43481563940	0	-1.24
43464648143	0	-1.2
43457964489	0	-1.14
43448616289	0	-1.66
43446672506	0	-1.7
43465045597	0	-1.82
43473273863	0	-1.54
43459248915	0	-1.66
43466156387	0	-1.66
43451760934	0	-1.38
43440872231	0	-1.42
43440574654	0	-1.34
43445139545	0	-1.46
43480116907	0	-1.1
43460203757	0	-1.9
43460317592	0	-1.24
43459493819	0	-1.5
43458378496	0	-1.44
43455388898	0	-1.9
43465369014	0	-1.26
43475390484	0	-1.48
43456264774	0	-1.46
43472015201	0	-1.8
43476109864	0	-1.34
43474793986	0	-2.28
43475242494	0	-1.38
43445696692	0	-1.46
43458013805	0	-1.38
43467051904	0	-1.42
43479088382	0	-1.62
43474293396	0	-1.38
43448445653	0	-1.8
43466370183	0	-2.38
43440345166	0	-1.4
43473008561	0	-1.52
43479227779	0	-1.7
43459770137	0	-1.84
43460430286	0	-1.32
43466293676	0	-1.56
43480979127	0	-1.58
43468255857	0	-1.28
43443245383	0	-1.76
43463446892	0	-1.62
43450516096	0	-1.48
43476310151	0	-1.46
43453024642	0	-1.62
43447625597	0	-1.38
43442482582	0	-1.42
43442063678	0	-1.36
43482265355	0	-1.68
43459010859	1	-1.44
43440170764	0	-1.58
43465971024	0	-1.56
43474556246	0	-1.58
43451924454	0	-1.72
43471270721	0	-1.52
43478831347	0	-1.88
43472077517	0	-1.72
43479158083	0	-1.78
43455405593	0	-1.78
43452145127	0	-1.66
43472893047	0	-1.5
43478867152	0	-1.1
43472453843	0	-1.62
43444168629	0	-1.38
43442489969	0	-1.52
43462616327	0	-1.6
43482301493	0	-1.82
43473988697	0	-1.48
43441531965	0	-1.54
43447495333	0	-1.76
43446856359	1	0.26
43444593098	1	0.26
43454929292	0	-1.5
43447439895	0	-1.38
43469405909	0	-1.56
43467845015	0	-1.52
43462851795	0	-1.34
43451603671	0	-1.26
43450097975	0	-1.64
43473490119	0	-1.28
43446372885	0	-3.2
43454090642	0	-1.38
43458784048	0	-1.14
43465609580	0	-2.12
43452696816	0	-1.24
43477916607	0	-1.04
43475580785	0	-1.3
43467746773	0	-1.36
43463993483	0	-0.64
43452547725	0	-1.54
43442162057	0	-1.6
43469065549	0	-1.1
43446987127	0	-1.44
43441500100	0	-1.6
43455112561	0	-1.62
43441505762	0	-2.66
43475038239	0	-1.22
43452798549	0	-1.28
43461561749	0	-1.44
43461873470	0	-1.42
43458797219	0	-0.94
43452621009	0	-1.02
43462134822	0	-1.52
43440815925	0	-1.6
43442463764	0	-1.4
43464410313	0	-1.8
43452954514	0	-1.86
43465456213	0	-1.7
43442142815	0	-1.32
43455752729	0	-1.92
43459209927	0	-1.04
43470579776	0	-1.88
43460391642	1	-1.26
43481751284	0	-1.18
43460160602	0	-1.5
43476550810	0	-2.2
43459251319	0	-1.52
43445590815	0	-2.04
43469793276	1	-1.6
43472580754	1	-1.6
43451159054	0	-1.06
43450432066	0	-1.66
43453804033	0	-1.34
43476394946	0	-1.72
43474526857	0	-1.16
43477735595	0	-1.66
43482077448	0	-1.54
43480827178	0	-1.2
43480823629	0	-1.44
43476530505	0	-1.44
43459555583	1	-1.64
43448759475	0	-1.82
43476555393	0	-1.42
43481768399	0	-1.1
43466341496	0	-1.34
43460604718	0	-1.34
43480443581	0	-1.88
43482118800	0	-1.76
43475695916	1	0.46
43444357212	0	-1.62
43456992527	0	-1.4
43463630663	0	-1.44
43468815829	0	-1.44
43460031368	0	-1.44
43445669679	0	-1.44
43461027342	0	-1.5
43454518107	0	-1.22
43448887227	0	-1.4
43454216723	0	-1.22
43448121725	0	-1.44
43455560869	0	-1.48
43479254800	0	-1.16
43482362630	0	-1.52
43444750086	0	-1.34
43456684979	1	-1.48
43480363039	0	-1.52
43463516307	0	-1.62
43440802393	0	-1.58
43448381109	0	-1.4
43459473144	0	-2.42
43454946385	0	-1.38
43451469112	0	-1.56
43443087736	0	-2.4
43467934273	1	-1.64
43460594511	0	-1.4
43446675182	0	-1.68
43444806486	0	-1.94
43446118314	0	-1.5
43445972842	0	-1.28
43479631744	0	-1.2
43456212045	0	-1.56
43452971815	0	-1.24
43465230033	0	-1.74
43465791667	0	-1.26
43477584106	0	-1.34
43481144462	0	-1.36
43455411319	0	-1.62
43453396567	0	-1.62
43456019594	0	-1.68
43455341266	0	-1.52
43479068303	0	-1.5
43461483758	0	-1.58
43478547405	0	-1.38
43447579387	0	-0.74
43479403197	0	-1.2
43475339836	0	-1.38
43476911192	0	-1.42
43455156371	0	-1.22
43445501010	0	-1.42
43480667997	0	-1.62
43476301354	0	-2.02
43462397754	0	-1.82
43464394604	0	-1.16
43454190361	0	-2.3
43458439440	0	-1.22
43479820254	0	-1.18
43442753751	0	-1.86
43444124492	0	-1.28
43455122130	0	-0.98
43458971234	0	-1.58
43452800679	0	-2.62
43472215443	0	-1.62
43480388753	0	-1.42
43442123355	0	-1.48
43446216008	0	-1.68
43475404851	0	-1.2
43475870451	0	-1.5
43452383800	0	-1.86
43456311047	0	-1.92
43455372899	0	-1.56
43475230810	0	-1.3
43450573142	1	-0.5
43454293789	1	-1.66
43474161659	1	-1.02
43455933363	0	-1.58
43470736833	0	-1.1
43476015571	0	-1.34
43441797463	0	-1.54
43658788269	0	-1.38
43670244813	0	-1.34
43694008113	0	-1.3
43658427454	1	-0.88
43683724621	0	-1.54
43689755433	0	-1.98
43692905928	0	-1.54
43664395572	0	-1.32
43678101916	0	-1.3
43652340021	0	-1.4
43683600048	0	-1.38
43676485680	1	0.48
43693289044	0	-1.6
43693208987	0	-1.64
43683256832	0	-1.66
43679911855	0	-1.66
43666085540	0	-1.5
43669262692	0	-2.0
43664585039	0	-1.3
43669467485	0	-2.08
43695201377	0	-1.42
43656862741	1	-1.22
43690154588	0	-2.22
43695401940	0	-1.26
43668837080	0	-1.88
43692316450	0	-1.82
43677278224	0	-0.82
43679731620	0	-2.16
43651636411	0	-1.7
43688815441	0	-2.14
43694062695	0	-1.6
43689149444	0	-1.64
43671484978	1	-1.12
43661141076	0	-1.16
43689659472	0	-1.3
43670542951	0	-1.26
43687204715	0	-1.08
43654645739	0	-1.3
43674584504	0	-1.56
43692047489	0	-1.74
43689691077	0	-1.94
43692379385	0	-1.48
43663034861	0	-1.44
43650310631	0	-1.36
43679686506	0	-1.68
43655715704	1	-0.7
43672900387	0	-0.66
43655334485	0	-1.9
43691133695	0	-1.58
43662584324	0	-1.2
43666598315	0	-1.66
43680863588	0	-1.8
43692234382	0	-1.32
43665756401	0	-1.44
43657185578	0	-0.72
43661148810	0	-1.48
43658480084	0	-1.62
43657125015	0	-1.68
43652114618	0	-1.58
43652027869	0	-1.62
43665546865	0	-1.62
43654099368	0	-1.86
43667400819	0	-1.78
43652253333	0	-2.16
43667644741	0	-1.74
43667042135	0	-1.86
43693902650	0	-1.78
43650444700	0	-1.54
43681285866	0	-1.58
43679716199	0	-2.38
43685737222	0	-1.66
43682189581	0	-1.24
43664116557	0	-1.84
43673701796	0	-1.74
43685039927	0	-1.24
43668465434	0	-1.46
43652296333	0	-2.12
43685208844	0	-3.18
43677852102	0	-2.06
43687689022	0	-1.48
43689091031	0	-1.4
43685103067	0	-1.04
43650086796	0	-2.14
43652324252	0	-1.84
43654693091	0	-1.4
43668336252	0	-1.64
43682532440	0	-1.66
43682039025	0	-1.12
43663381259	0	-1.82
43650814867	0	-1.68
43662296200	0	-1.58
43653173362	0	-1.68
43661267850	0	-1.62
43678730418	0	-1.66
43695091767	0	-1.54
43668056717	0	-1.76
43671101783	0	-1.5
43672462436	0	-1.38
43675098360	0	-1.38
43667644016	0	-1.46
43663219290	0	-2.6
43674538308	0	-1.56
43680157544	0	-1.34
43669017310	0	-1.52
43692572351	0	-1.7
43684197484	0	-1.48
43667468946	0	-1.32
43671497878	0	-1.36
43669055736	0	-1.46
43651274040	0	-1.98
43674549108	0	-2.62
43666417319	1	-1.98
43685111191	0	-1.56
43679628073	0	-1.44
43650046730	0	-1.82
43670560426	0	-1.72
43670452825	0	-1.32
43661948216	0	-1.54
43678538785	0	-1.8
43684626193	0	-1.56
43659884635	0	-1.78
43654166861	0	-1.44
43674427015	0	-1.82
43684687956	0	-1.88
43679448648	0	-1.9
43661296004	0	-1.44
43678346636	0	-1.12
43680421515	0	-1.1
43673908448	0	-1.52
43689631600	0	-1.32
43693374470	0	-0.42
43687227159	0	-1.44
43660951987	0	-2.0
43691603120	0	-1.88
43694140222	0	-1.26
43676193617	0	-1.8
43671620746	0	-1.52
43651641820	0	-1.8
43686900782	0	-2.2
43678259640	0	-1.82
43653981819	0	-1.32
43674723808	0	-1.86
43659922868	0	-0.64
43658090983	0	-1.72
43673363250	0	-1.32
43675465694	0	-1.26
43671201059	0	-1.56
43685163466	0	-1.38
43675248282	0	-1.58
43693676545	0	-1.28
43653338984	0	-1.98
43661357258	0	-1.2
43674137723	0	-1.0
43688119468	0	-1.72
43671838179	1	-0.66
43680745130	0	-0.22
43694137567	0	-2.06
43654822657	0	-2.2
43658076385	0	-1.72
43681078015	0	-1.54
43686411481	0	-2.08
43656741697	0	-1.7
43655754033	0	-1.14
43658885928	0	-1.94
43693654131	0	-0.62
43685045816	0	-1.38
43654545049	0	-1.38
43681689377	0	-1.58
43683866202	0	-1.74
43686846187	0	-1.32
43670018900	0	-1.26
43674989166	0	-1.3
43681048970	0	-2.08
43668300678	0	-1.86
43658285258	0	-1.48
43682483799	0	-1.58
43689769853	0	-1.94
43689824743	0	-1.58
43650435187	0	-1.7
43663050948	0	-1.7
43682793605	0	-1.64
43668741982	0	-1.62
43679568920	0	-1.26
43695699182	0	-2.52
43657024532	0	-2.54
43673586068	0	-1.54
43655245797	0	-1.42
43655614307	0	-1.7
43694331394	0	-1.64
43678482283	0	-1.38
43671281097	0	-1.7
43673579583	0	-1.8
43669187767	0	-1.68
43662007316	0	-1.64
43668321445	0	-1.46
43660135947	0	-1.52
43668771622	0	-1.3
43655823746	0	-1.74
43678891409	1	-1.96
43667180910	0	-1.6
43696106928	0	-1.4
43651040248	0	-1.54
43656166779	1	-1.5
43678686706	0	-1.46
43663266630	0	-1.66
43650051555	0	-1.52
43686087791	0	-1.82
43675290098	0	-1.64
43663919789	0	-1.32
43677194301	0	-2.42
43656162955	0	-2.48
43695252866	0	-1.82
43695163390	0	-1.4
43650327922	0	-1.88
43664540422	0	-1.98
43665634397	0	-1.6
43692612766	0	-1.72
43670649153	1	-2.48
43676137105	0	-1.7
43669294516	0	-1.12
43682697024	0	-1.68
43681206002	0	-1.88
43658947759	0	-1.54
43671650843	0	-1.4
43662847772	0	-1.74
43654863097	0	-1.42
43674508208	0	-1.62
43655026250	0	-1.86
43656754819	0	-1.96
43661034145	0	-2.24
43670467680	0	-2.04
43692917817	0	-0.86
43689921552	0	-1.82
43660567041	0	-2.06
43685603593	0	-1.48
43653435472	0	-1.72
43654953647	0	-1.72
43654902964	0	-1.72
43694374396	0	-2.6
43684483765	0	-2.2
43670693584	0	-2.18
43654318564	0	-1.48
43672463713	0	-1.62
43687110606	0	-1.94
43679601827	0	-1.76
43653463081	0	-1.36
43690246380	0	-1.6
43665689295	0	-1.02
43669197768	1	-0.28
43655934601	1	-1.48
43672709328	0	-1.34
43671900672	0	-1.32
43668382088	0	-1.42
43672213596	0	-2.08
43690118101	0	-1.74
43666348748	0	-1.58
43679397708	0	-1.4
43677900633	0	-1.88
43682917705	0	-1.58
43691131393	0	-1.2
43668673333	0	-1.7
43686187805	0	-1.8
43666117121	0	-1.8
43659945301	0	-1.8
43682511815	0	-1.96
43655814863	0	-1.64
43673782478	0	-1.46
43674675033	0	-1.34
43682829463	0	-1.7
43688977096	0	-1.52
43673701988	0	-1.7
43653201668	0	-1.8
43669061499	1	-2.02
43680456154	1	-2.02
43655625837	1	-2.02
43668488786	0	-1.44
43670350495	0	-1.68
43670902270	0	-1.82
43656606727	0	-0.96
43665068347	0	-1.62
43684861784	0	-2.16
43669230846	0	-1.46
43691991577	0	-1.96
43665167850	0	-1.32
43664216853	0	-1.7
43664419062	0	-1.42
43691145873	0	-1.72
43675202294	0	-1.64
43677804668	0	-1.9
43669413791	0	-0.86
43652078094	0	-1.5
43655376398	0	-1.58
43681969826	0	-1.74
43680022793	0	-1.52
43664188489	0	-1.78
43681246374	0	-1.5
43676400360	0	-0.96
43654374395	0	-1.42
43664918672	0	-1.7
43677026654	0	-1.2
43671274382	0	-2.02
43658015194	0	-1.2
43665646274	0	-1.22
43668741412	0	-1.48
43671531473	0	-0.92
43674929131	0	-1.48
43688447307	0	-1.44
43693449470	0	-1.54
43663210003	0	-1.84
43659828865	0	-1.78
43680706302	0	-1.24
43665452806	1	-1.7
43684940357	0	-1.42
43653779925	0	-1.46
43663822076	0	-1.36
43682181358	0	-1.62
43659259697	0	-1.6
43676994186	1	-1.58
43677912337	1	-1.44
43658543008	0	-1.6
43664773978	0	-1.6
43684029523	0	-1.18
43652216007	0	-1.4
43694079436	0	-1.88
43668699636	0	-1.62
43651730818	0	-1.4
43663289853	1	-2.1
43675064910	0	-1.58
43650862759	0	-1.12
43652115370	0	-1.18
43659903061	0	-1.38
43670910330	0	-1.08
43677921031	0	-1.44
43688570007	0	-1.54
43672279110	0	-1.88
43674877536	0	-1.44
43668152551	0	-1.32
43691760868	0	-1.18
43673016011	0	-1.42
43685077431	0	-1.18
43677347035	0	-1.0
43677373498	0	-1.0
43692164350	0	-1.26
43669107498	0	-1.28
43687693083	0	-1.5
43687953483	0	-1.48
43660012162	0	-1.42
43658377205	1	-0.82
43671803045	1	-0.74
43656897883	1	-1.02
43678999225	1	-1.4
43658777187	0	-1.78
43656887202	0	-1.22
43685630645	0	-1.36
43686424830	0	-1.52
43690525942	0	-0.94
43659675141	1	0.2
43656505001	0	-1.34
43693219003	0	-1.48
43675608451	0	-1.42
43695662334	0	-1.56
43657549456	0	-1.18
43680529569	1	-0.6
43691414996	1	-0.88
43694558594	0	-1.32
43676281092	0	-1.42
43695758077	1	-1.52
43670683713	0	-1.22
43695957262	0	-1.6
43669414505	0	-1.14
43650418968	0	-1.24
43683648988	0	-1.72
43672785928	0	-1.0
43690915323	0	-1.42
43666180810	0	-0.88
43651673780	0	-1.22
43677860354	0	-1.38
43671233759	0	-1.8
43670016726	0	-1.6
43695224631	0	-1.36
43658936298	0	-1.12
43663145988	0	-1.66
43658301557	0	-1.3
43671854870	0	-1.22
43686293834	0	-1.22
43681170177	0	-1.64
43654166959	0	-1.4
43657386142	0	-1.5
43671862928	0	-2.06
43660166470	0	-1.32
43651259257	0	-1.42
43669190400	0	-1.86
43687434750	0	-1.74
43674950964	0	-1.56
43661018688	0	-1.66
43691357524	0	-1.66
43650203037	0	-1.58
43671323749	0	-1.52
43650952266	0	-0.94
43656175129	0	-1.22
43664992706	0	-1.32
43670570257	0	-1.56
43651874877	0	-1.42
43695146980	0	-1.44
43665261254	0	-1.2
43680990760	0	-2.0
43693316031	0	-1.44
43650198261	0	-1.58
43680841336	0	-1.3
43686594003	0	-1.88
43680823883	0	-1.36
43683627481	0	-1.32
43673394250	0	-1.52
43655425383	0	-1.1
43674479955	0	-1.5
43660985162	0	-1.48
43678268931	0	-1.4
43664423363	0	-1.48
43677876228	0	-1.36
43689220035	0	-1.46
43678250190	0	-1.48
43673489179	0	-1.18
43650006781	0	-1.48
43695116853	0	-1.22
43661559902	0	-1.46
43689346945	0	-1.22
43675408206	0	-1.66
43650502599	0	-1.52
43681195775	0	-1.54
43668719712	0	-1.38
43671044871	0	-1.58
43693951844	0	-1.1
43689249442	0	-1.28
43691344175	0	-1.54
43654314761	0	-1.34
43679266436	0	-1.04
43689069127	0	-1.18
43669792592	0	-1.68
43668337856	0	-1.34
43654941160	0	-1.62
43671961255	0	-1.24
43651285964	0	-1.78
43677354390	1	-1.3
43691080082	0	-1.52
43683542305	0	-1.4
43670387161	0	-1.22
43659939212	0	-1.5
43656815629	0	-1.34
43670801660	0	-1.84
43656953204	0	-1.74
43686625898	0	-1.66
43665015548	0	-1.36
43672536744	0	-1.24
43654863259	0	-1.96
43650230317	0	-1.5
43687344887	0	-0.96
43658299434	0	-1.64
43690843203	0	-1.92
43690721745	0	-1.72
43667263495	0	-1.96
43682274747	0	-1.9
43689567252	0	-1.1
43652609554	0	-1.82
43680887323	0	-1.3
43671795580	0	-1.48
43686439886	0	-1.88
43685337690	0	-1.02
43677732362	0	-1.22
43663189842	0	-1.38
43659582039	0	-1.14
43668041651	0	-1.12
43678262585	0	-1.4
43651969896	0	-1.36
43668860320	0	-1.62
43677740054	0	-1.42
43675621919	0	-1.24
43691976559	0	-1.1
43695860607	0	-1.26
43660076166	0	-1.5
43662081278	0	-1.68
43651279557	0	-1.16
43679797571	0	-1.24
43658086193	0	-1.26
43681655837	0	-1.28
43651388663	0	-1.46
43683054188	0	-1.58
43683787203	0	-1.2
43686207757	0	-1.48
43668544126	1	-1.48
43684804782	0	-2.12
43684327229	0	-1.32
43678380573	0	-1.56
43693474676	0	-1.52
43679644036	0	-1.46
43653723247	0	-0.92
43665186662	0	-1.28
43689926813	0	-1.44
43695658255	0	-1.28
43686624674	0	-1.18
43651982481	0	-1.16
43683872012	0	-1.56
43684677958	0	-1.48
43673410516	0	-1.72
43656889452	0	-1.4
43686234137	0	-1.68
43657738995	0	-1.24
43682487248	0	-1.42
43661044024	0	-1.42
43658896183	0	-1.68
43651633863	0	-1.14
43686733707	0	-1.66
43665896532	0	-2.14
43679395546	0	-2.32
43659171368	0	-1.16
43684414357	0	-1.28
43695447958	0	-1.32
43670707072	0	-1.18
43681702286	0	-1.1
43661863456	0	-1.32
43676814567	0	-1.68
43692787556	0	-1.48
43670672209	0	-1.08
43662451630	0	-1.44
43656354193	0	-1.4
43656438271	0	-1.94
43662510498	0	-1.24
43685181882	0	-1.6
43682684694	0	-1.58
43689972704	0	-1.6
43680815325	0	-1.18
43669893723	0	-1.02
43668081505	0	-2.72
43671111851	0	-1.16
43679220689	0	-1.42
43651216583	0	-1.1
43663594666	0	-1.6
43686854595	1	-1.16
43689864138	0	-1.4
43664791187	0	-1.18
43665369427	0	-1.52
43677688157	0	-1.1
43691483913	0	-1.46
43682538567	0	-1.44
43652836931	0	-1.78
43662070103	0	-1.54
43683936675	0	-1.36
43662047361	0	-1.78
43657601556	0	-1.48
43656900100	0	-1.78
43664905896	0	-1.14
43671142584	0	-1.66
43695376540	0	-1.38
43655664801	0	-1.38
43689867944	0	-1.32
43677447824	0	-1.44
43694809106	0	-1.96
43689074805	0	-1.32
43669727311	0	-1.28
43662208373	0	-1.42
43681641796	0	-1.78
43683230365	0	-1.42
43665213206	0	-1.28
43667518293	0	-1.54
43678199874	0	-1.2
43694798954	0	-1.96
43693658850	0	-1.68
43660846313	0	-1.38
43656157809	0	-1.42
43656388347	0	-1.6
43668198621	0	-1.78
43662931515	0	-1.54
43680131378	0	-1.26
43693962933	0	-1.56
43675154918	0	-2.08
43689335509	0	-1.44
43663275598	0	-1.56
43679080464	0	-1.4
43681477031	0	-1.34
43691845323	0	-1.4
43672585635	0	-1.4
43656224647	0	-1.62
43659378982	0	-1.52
43665476564	0	-1.02
43688794077	0	-1.4
43656436648	0	-1.26
43664483452	0	-1.86
43667670858	0	-1.9
43688958761	0	-1.46
43677495272	0	-1.48
43695644794	0	-1.72
43667814726	0	-1.2
43685742910	0	-1.6
43672104112	0	-0.82
43684598963	0	-1.62
43693886800	0	-1.46
43687027524	0	-1.46
43682994871	0	-0.6
43693157425	0	-1.12
43679965569	0	-1.24
43677958923	0	-2.34
43689608376	0	-1.76
43660001615	0	-1.22
43665830503	0	-1.04
43654966019	0	-1.02
43672062969	0	-1.48
43689547720	0	-1.74
43662046126	0	-1.44
43686914819	0	-1.94
43674382472	0	-1.24
43655377271	0	-1.9
43673103181	0	-1.36
43678291583	0	-1.38
43664219338	0	-1.56
43656104730	0	-1.5
43661530914	0	-1.08
43655917476	0	-2.0
43657758767	0	-1.5
43664449511	0	-2.6
43693888135	0	-1.38
43662460776	0	-1.38
43672649251	0	-1.38
43685504226	0	-1.2
43681495603	0	-1.68
43652181433	0	-2.0
43650816578	0	-1.24
43678254679	0	-1.34
43688682541	0	-1.5
43660479114	0	-1.74
43682065854	0	-1.4
43660143101	0	-1.12
43663161892	0	-1.34
43669898303	0	-1.62
43693409278	0	-1.34
43650877761	0	-1.5
43674394305	0	-2.02
43657045861	0	-1.3
43675300089	0	-1.5
43690373334	0	-1.8
43651267703	0	-1.7
43679766012	0	-1.38
43693686575	0	-1.4
43691588452	0	-1.54
43656800381	0	-1.44
43672638194	0	-1.46
43691793037	0	-1.62
43659764667	0	-1.72
43678119201	0	-1.58
43683009195	0	-1.2
43676405645	0	-0.92
43665228317	0	-1.7
43679322044	0	-1.32
43672245464	0	-1.0
43682909378	0	-1.48
43691949776	0	-1.84
43661906849	0	-1.8
43670317107	0	-1.44
43657832053	0	-1.52
43688264537	0	-1.24
43653786523	0	-1.68
43660236388	0	-1.66
43664893020	0	-1.42
43678323538	0	-1.36
43687251861	0	-1.22
43658200646	0	-1.44
43681751257	0	-1.5
43650900912	1	-0.4
43671628234	0	-1.28
43655791050	0	-1.5
43667741576	0	-1.3
43659195357	0	-1.46
43695643711	0	-1.3
43680902155	0	-1.28
43695208937	0	-1.6
43652385560	0	-1.34
43656222115	0	-1.38
43678361090	0	-1.42
43672073390	0	-1.36
43657015454	0	-1.32
43682167320	0	-1.24
43680570718	0	-1.46
43681213882	0	-1.52
43660009805	0	-1.14
43681760236	0	-1.26
43681769777	0	-1.88
43691541251	0	-1.36
43656246103	0	-1.58
43687091784	0	-1.44
43663109490	0	-1.26
43675411453	0	-1.44
43668948571	0	-1.2
43659984921	0	-1.06
43690149664	0	-1.32
43674996200	0	-1.62
43650712575	0	-1.44
43689063526	0	-2.18
43666775171	0	-1.56
43653681444	0	-1.36
